Ulasan,label_sentimen
tidak sesuai ukuranya chartf,negative
ukuranya pas tinggi badan 160 cuma,neutral
lumayan sesuai deskripsi,positive
kirim terlalu lama bayar tanggal 9 tanggal 11 baru kirim tanggal sekarang harus pakai pusat resolusi no rekomendasi,negative
bahan terlalu tipis kecil beda toko,negative
ukuranya pas,neutral
sesuai pesan,positive
model kurang bagus kalau acara formal kurang recommend,negative
sungguh rugi selesai tetap rugi konsumen keluar tenaga biyaya untuk antar barang kembali tempat ekspedisi,negative
tulis cepat ngelotek,positive
tidak jadi bintang 5 kirim lambat,negative
bagus sih bahan bagus ukuranya pass bb 70 tb 176,positive
bagus,positive
nyaman bagus,positive
buat aku kurang puas sama bahan kelas harga segitu,negative
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg,neutral
hatihati seller,neutral
barang kirim tidak sesuai pesan warna hitam datang warna cokelat tingkat cek kualitas nya,negative
kualitas jelek sekali,negative
nyata tidak stretching bahan,neutral
warna tidak sesuai gambar gambar warna grey datang ungu entah siapa salah,neutral
good cepat original,positive
bahan lumayan bagus,positive
bagus bahan nya lihat sangat elegan buat cowok tb 172bb 60 ambil m bagus nggk nyesel,positive
kemas keren bahan keren jepit kenceng betul siippp,positive
bagus,positive
good,neutral
prasangka celana bahan model licin gitu tau tidak ukuranya 36 bbtb 83178 kurang nyaman dipakenya sempit selangkang,neutral
produk oke bahan enak pakai ukuranya pas warna sesuai foto proses kirim cepat good,positive
salah kirim abu2,negative
ukuranya pas,neutral
warna hitam nya kurang pekat jadi abuabua sablon kurang bagus,neutral
baru beli sini mau nyoba nyoba kirim lama waktu akhir estimasi kualitas kecewa banget tidak sesuai sama harga di toko harga sama dapat dengan kualitas lebih bagus feels nya kayak celana daur ulang gitu kancing satu pakai quicksilver satu kancing biasa kancing gin baik kancing polos sih,positive
desain beda sablon kurang oke maklum harga sih,negative
bahan adem kualitas oke paking rapih,positive
nyata tipis tidak sesuai ekspektasi,negative
celana super luar ekspektasi prasangka permak panjang pas sekali bahan tetap mewah kantong baik banding pembeliam belum kantung sudah kokoh tidak mudah robek thanks seller,negative
oke,positive
ukuranya terlalu kecil,negative
harga mahal kualitas kontrol besar dong miring begini beli store karena kepo beda apa sama harga jauh lebih murah mirip pakai banget kemas beda ada tambah belt brand kemas i rarely give 4 star maaf salah satu,neutral
ukuranya pas tinggi badan 171 180 cuma berat badan 80 kg mantap jahitanya rapih walaupun sedikit susah buka kancing nya takut robek,negative
keren,positive
ukuranya pas tinggi badan 160 170 cuma berat badan 80 kg nyaman bahan enak,positive
bahan sangat tipis banyak benang keluar keluar jahitanya kurang rapih,negative
harap lebih detail rapih dari segi jahitanya khusus jahitanya bagi tangan gambar,neutral
mantabbbb ukuranya sesuai banget,positive
kualitas produk nya bagus banget iya cuma bintang 2 saya order ukuranya l datang ukuranya xl sayang banget jadi tidak kepake baju nya,positive
ukuranya pas,neutral
kirim cepat kualitas barang mantap,positive
ukuranya pas,neutral
ukuranya lokal jadi kalau pas pandu ukuranya nya biar pas bahan nya baru enak di cuci lah,positive
jujur awal bingung makenya bagaimana dari houseofcuffnya tidak kasih tutor mungkin depan kasih video tutor cara make collar bar instan bagaimana cuma kurang kirim respon adminnya sih asa dulu beli houseofcuff responnya selalu ramah solutif kenapa sekarang jadi begini,positive
ukuranya pas,neutral
ukuranya pas,neutral
kualitas bahan bukan kulit asli,positive
bahan bagus,positive
benang banyak keluar kerja terlalu kebut seperti overall layak sesuai harga,positive
ukuranya pas tinggi badan 160 170 cuma bahan enak banget,positive
barang sesuai pesan untuk ukuranya l sangat pas ada space bagi lengan,positive
harga atas 150 harus barang lebih kualitas ukuranya sesuai standar kecil banget bawah ukuranya standar,positive
pertama terima barang lihat benang keluar jelas jual memang licik sengaja kirim barang cacat beli 2 celana semua cacat,neutral
hadeuh capek coment,neutral
ukuranya pas,neutral
jahitanya kurang rapih,negative
warna sesuai gambar bahan adem,positive
bahan bagus enak free cufflink thankyouuu,positive
barang tuju mantaps terima kasih,positive
ukuranya pas,neutral
kualitas kain kurang bagus made in indonesia lebih adem made in bangladesh,neutral
bahan super tipis nerawang mohon maaf kaya saring tahu house of cuff c nya caring tahu parah sih kesal banget nyong,negative
sesuai pesan,positive
barang sesuai deskripsi sampai sesuai estimasi kirim ukuranya pas,positive
ukuranya xl ukuranya m kecil banget,negative
bahan stretch oke banget cocok,positive
mantulll,neutral
sayaang banget bebberapaa benang jahitanya kurang rapih,negative
sablon jelek banget,negative
kok ukuranya kaos beda iya ukuranya lebih panjang,neutral
sesuai ukuranya sangat ngepas badan,positive
lumayan ukuranya badan pas panjang celana sip banget bahan kain ringan lumayan tebal jahitanya lumayan rapih bolehlaah,positive
bahan halusadem seperti tidak panas thankyou,neutral
jahitanya dekat resleting lepas mohon perhati kualitas belum kirim malas kembali repot depan cek barang belum kirim,negative
ukuranya pas tinggi badan 160 170 cuma kirim cepat packing rapih ukuranya pas moga suami suka sukses buat seller sama abang kurir,positive
ukuranya terlalu kecil,negative
layan baik kualitas baju sesuai harga 69 ribu saya beli,positive
ukuranya pas kirim cepat,positive
ukuranya pas,neutral
sangat slimfit saran pilih 1 ukuranya atas,neutral
slim fit tidak terlalu ketat bukan skinny cuma kalau bahan harga gin di tempat bisa yang tebal,negative
pesan l kirim xl konfirmasi lebih percuma barang jadi tidak pakai,negative
ukuranya pas tinggi badan 171 180 cuma berat badan 60 70 kg,neutral
ukuranya pas,neutral
bagus barang nya,positive
barang datang tidak sesuai pesan pesan warna navy datang hitam,negative
jahitanya nya yang tidak benar,negative
nyaman pakai oke banget bahan,positive
beda yang tampil produk pihak tokopedia wajib investigasi,neutral
bagus serius harga segitu banding hrg 50rb zonkk baik,positive
lumayan sesuai harga terima kasih bonus sisir,positive
ukuranya terlalu besar,positive
bagus,positive
model bagus bahan bagus moga sukses terus,positive
ukuranya s bahan tidak tipis tidak terlalu tebal pas banget,neutral
order hitam pekat datang tidak sesuai baik jawab stok kosong ganti motifwarna,positive
ukuranya pas berat badan 80 kg,negative
seller kirim cepat barang kualitas jamin,positive
kain tidak sama pesan belum,neutral
mantap lambat banget proses lambat kirim lambat mana oper2 overall celana bagus sesuai harga x tingkat hal proses pengirimanya jangan lambat untung tidak sistem cod kalok sudah cancel tengah jalan maaf kasih bintang 3,negative
suka pas kaki bagus puoll,positive
saya pas ukuranya 30 bb 55tinggi 170anbahan finishing bagus melar pinggir,positive
ngebut pis butuh cepat haha mantap sellernya,positive
sesuai deskripsi bahan ukuranya oke,positive
salah kirim min,negative
ukuranya 29 lebih skin fit pada slim fit terlalu panjang saya,positive
beli dua rekomendasi ok,neutral
seller tidak ramah tidak peduli konsumen 2 hari penuh order diam,negative
ukuranya pas model keren tinggi badan 171 180 cuma berat badan 80 kg,positive
kurang worth it bahan kasar nylon malah lebih bagus merek belah harga lebih murah sedikit,positive
warna asli beda foto,positive
cakep model baju bahan baju tidak terlalu tipis bagus jadi pakai nyaman,positive
berat badan 94 cocok ukuranya 43 terima kasih banyak,positive
ukuranya tidak biasa tinggi badan 171 180 cuma berat badan 71 80 kg ukuranya terlalu kecil,negative
beli ukuranya 44 agak longgar ehh beli 43 malah kecil bagaimana sih,neutral
worth it bagus dibonusin sisir rambut,positive
ukuranya terlalu besar tinggi badan 160 170 cuma berat badan 60 kg,positive
ukuranya pas tinggi badan 160 170 cuma keren sih ukuranya orang indonesia banget,positive
barang bagus sesuai jahitanya rapi cepat makasih bosskuh ukuranya 29 pas,positive
bahan tipis lumayan cocok,positive
paket sampai selamat terimakasih min,positive
kirim tidak sesuai order keren sih barang kirim jasa kurir lumayan lambat,positive
bagus kirim cepat,positive
respon cepat kirim cepat bahan kaos nyaman sesuai deskripsi baik,positive
kualitas topi sangat buruk jahitanya beranta pola topi tidak karuan bahan topi iya ampun jelek banget bolong2 pulak amsiong tidak usah beli lah topi sumpah jelek bg,negative
admin nya ramah tangkas paket nya cepat padahal estimasi 23 tanggal 18 ud,positive
kaku its lah,negative
xxxxl ukur xl normal parah benar kalau kasih ukuranya kakak tidak di pakai kecil,negative
bahan nya adem rekomendasi terimakasih kak berkah selalu iya,neutral
kemeja soso celana kualitas jelek tidak rekomendasi,negative
tidak slimfit,neutral
kurang suka bahan,neutral
lumayan bagus barang,positive
bahan nya bagus dingin,positive
barang tidak sesuai beda warna tipe kirim lama,negative
baik ukuranya pas,positive
keren,positive
celana paling enak comfy pernah beli gila bahan strech banget adem bakal repeat order sih,positive
ukuranya baju tidak biasa jadi ukuranya nya tambah 1 angka,positive
mantaap barang nya sampai packing nya rapih tengkyu,neutral
barang sesuai deskripsi gambar oke,positive
selalu beli merek namun beli 2 bahan celana tidak bagus pertama beli 2 celana langsung robek bagi lingkar pinggang padahal baru 1 minggu pakai,negative
ukuranya beda sama serinyang,neutral
tidak lubang kancing untuk lain bagus itu barang cacat makanya kasih promo iya wkwkwk,neutral
nyata terlalu besar gembrong banget kayak minjem,positive
ukuranya pas terimakasih free stickernya,neutral
bagus jahitanya rapi cutting pas,positive
ukuranya 36 ngepas banget tinggi badan 160 170 cuma berat badan 60 70 kg jadi ada bb tb mirip2 ambil ukuranya 38 overall bahan enak lentur gerak tetap good la,positive
lingkar kepala 40 cuma kurang lebih walaupun buka besi sih buat anak2 orang kurus pakai bgett,negative
celana baru pakai sobek bahan tipis,neutral
tidak sesuai yang foto,negative
ukuranya pas,neutral
bahan celana lumayan jahit rapi,positive
bagus kualitiasnya,positive
model kondisi kemeja tua,negative
kaos partai pakai panas,neutral
hitam solid tidak sesuai gambar yang saya pilih,negative
makasih kakak paket tiba kualitas produk sangat bagus keren banget sangat rekomendasi sukses terus kakak makasih banyak,positive
jahitanya cuttingan jelek kasar banget kapok beli,negative
motif tidak sesuai pesan ganti pemberitahuan sengaja pesan motif karena memang perlu malah jadi tidak pakai,negative
mantap ukuranya baju sesuai kualitas sesuai deskripsijooos kakak,positive
jahitanya rapi strech sedikit model ketat slimfit,positive
sesuai harga,positive
ukuranya pas tinggi badan 160 170 cuma berat badan 71 80 kg,neutral
baju kurang lembut,neutral
mantap,positive
apa celana baru tidak niat buat nya asem asem dikibulin foto,neutral
barang tidak sesuai deskripsi celana tidak strech tidak sesuai gambar,negative
ukuranya pas,neutral
bagus bahan bagus ukuranya pas,positive
barang bagus suka istri suka semua suka syukur moga berkah awet umur hidup moga allahumma moga,positive
mantapbagus baju,neutral
aduh kok setip iya buat keringet lebih baik beli 7200 pakai kaos yang warna putih kalau keringetan pent l liat tembus bahan sih oke,positive
produk kirim sesuai yang deskripsi seller responsif packaging rapih tiba sesuai estimasi,positive
selalu keren bahan baik packing rapih kirim sesuai order berapa sudah lupa tetap keren selalu top,positive
nice,neutral
model keren nyaman pakai nya bahan nya tebel adem pas pakai rekomendasi belanja puas banget sama produk nya,positive
kirim respon parah,negative
ukuranya pas,neutral
ukuranya terlalu kecil tinggi badan 171 180 cuma berat badan 80 kg tidak ukuranya kalau beli matahari dkk cari ukuranya lebih besar biasa pakai 36 order sini kecil benar mungkin order 40an atas,positive
tali pinggang tidak di fotovideo malah kasih tali sepatu warna putih bahan celana tipis,neutral
bagi betis ikat banget bahan kain panas rupa harga,neutral
bagus warna nya pas ukuranya pas,positive
bagus,positive
kirim cepat barang baik seller responsif mantap,positive
ukuranya tidak sesuai,negative
bahan tipis untuk bagain paha selangkang sempit,neutral
model bagus ukuranya pas adem bahan foto sama asli tidak jauh beda,positive
ukuranya pas bahan adem serius 30s bb 79 tb 170,positive
bagus model simple moga tidak cepat belel ukuranya pas,neutral
ukuranya l warna putih lebih besar yang,positive
bahan nya bagus tidak murah jahitanya rapih ukuranya pas lah,positive
entah lah mungkin memang ukuranya celana toko kecil2 semua bagaimana awal order ukuranya xl tidak muat sama sekali akhir tukar ukuranya xxl sempit banget pas pakai akhir tidak pakai kasih keluarga padahal biasa make celana formal ini ukuranya 3435 tidak lagi2,neutral
kirim lama sekali kualitas tidak bagus banyak benang benang keluar bolong kancing tidak lubang tutup,negative
tinggi badan 171 180 cuma berat badan 71 80 kg ukuranya pas,neutral
barang dengan selamat thankkkssssssssss,positive
bahan nya tidak tebal kurang lembut,neutral
barang beda yang foto,neutral
nyaman pakai ukuranya sesuai deskripsi bahan cukup tebal kurang kirim,positive
kirim lama banget order hari kerja kirim butuh 4 hari kirim butuh 2 hari celana bahan enak sih sempit kakak biasa pakai merek ukuranya sama nyaman yang sempit banget paha sempit kantung tidak masuk tangan nyesel beli,positive
ukuranya terlalu kecil,negative
barang rekomendasi,neutral
kecewa stok barang tidak saat emas alas stok habis harus toko update stok nyata saya kasih bintang 5 stok lagi mana benar mohon profesional an dagang usaha jujur di utama terima kasih,neutral
harga segitu nyaman pakai okesi,positive
material very good,neutral
bahan kurang bagus ukuranya beda chinos warna padahal celana tiga saya beli jenis ukuranya sama somehow gede tidak slim fit kualitas kontrol nya minta tingkat,neutral
barang sesuai deskripsi packing baik kirim cepat,positive
ukuranya pas,neutral
bahan nyaman banget pakai shalat,positive
warna cepat pudar,positive
kecewa sih kok kancing merek quiksilver toko verified kan kira barang autentik nyata kayak barang kw under 100rb buyer kalau banyak review positif belum mungkin sekarang toko sudah tidak mentingin kualitas baik cari toko banyak jual lebih murah kualitas lebih baik,positive
bahan licin gerah kaya cotton teteron hampir kaya polyester,negative
ukuranya kurang besar xl,negative
barang jelek ukuranya tidak pas padahal official banyak cabang new state apparel jadi tidak jaga kualitas,negative
ukuranya 33 nya kecil nyata di lebihin 3 nomer skitar 36,neutral
rekomendasi banget ukuranya pas bahan tebal,neutral
baju sih oke bagus cuma tidak sesuai gambar bagi depan tidak gambar kecil bagi dada,positive
kecil,neutral
area paha kecil,neutral
tinggi badan 171 180 cuma berat badan 71 80 kg,neutral
